-5.687163598144617804e-01,-2.195506066604463458e-01,1.727677625531716110e-01,7.736346252700874171e-01,-1.260102780840187453e+00,-9.666217840908151171e-01,2.786786926845420620e+00
-5.761218228906886951e-01,-2.190462404547868502e-01,1.598818514171824190e-01,7.710643185358453389e-01,-1.184665752507837677e+00,-9.899186803164974346e-01,2.820498162468661807e+00
-5.774555691878241470e-01,-2.157457790566792988e-01,1.605429588673262520e-01,7.708597685645013353e-01,-1.105738047627324194e+00,-1.006650331827559697e+00,2.839803841703576914e+00
-5.816465382937152651e-01,-2.109522901433231179e-01,1.541795752510903839e-01,7.703344042359903110e-01,-1.024637319649659872e+00,-1.024300551645775270e+00,2.862198620370699942e+00
-5.876753262374734277e-01,-2.017977467085508292e-01,1.461188320854101830e-01,7.697822206735011052e-01,-9.446806128933857849e-01,-1.043513913741201282e+00,2.887125647513631321e+00
-5.900326024210443832e-01,-1.951781801547657902e-01,1.459328643944322046e-01,7.697211216806771894e-01,-8.645151903012988637e-01,-1.057288194761943689e+00,2.899881099938872442e+00
-5.908069457105433742e-01,-1.923190630289921821e-01,1.456916672554573189e-01,7.698925048265858884e-01,-7.846266721670887012e-01,-1.069798751589576380e+00,2.909155414341888068e+00
-5.981170521500377424e-01,-1.551653339765927397e-01,1.857534261658073949e-01,7.639865023198677552e-01,-6.954041451632605453e-01,-1.073021428926995036e+00,2.898376060346153693e+00
7.072043211274520180e-01,-1.313917898933451324e-02,3.053631831649893276e-03,-7.068805312687447273e-01,5.303333751396477336e-01,-9.338418471483959094e-01,2.555195760567235297e+00
-7.037981481191929456e-01,-1.795163774501325193e-02,-1.792399396865072825e-02,7.099469246686530566e-01,5.457184291991723502e-01,-9.077539073629912192e-01,2.491909392603430362e+00
-7.040469896240515446e-01,-1.933611859633749958e-02,-4.762232699566131683e-02,7.082909464975939429e-01,5.682576138526053144e-01,-8.961948783987774281e-01,2.477294236508825520e+00
-7.057820319754275484e-01,-2.316523824170686405e-02,-4.582438813481399392e-02,7.065657934898288417e-01,5.850867619770352412e-01,-8.755182069595017769e-01,2.438080625763476394e+00
7.111028442680394912e-01,9.292823743123153259e-04,4.582087639627736159e-02,-7.015927084815307690e-01,5.950877509326861770e-01,-8.561989146890751634e-01,2.401134851882976484e+00
7.108599753057462944e-01,8.214715747838318219e-03,5.549803040218011241e-02,-7.010924208511847278e-01,6.064601243825479271e-01,-8.407429354489973639e-01,2.377754717392368100e+00
7.134979301627976112e-01,7.396999201194886728e-03,6.700487297183579938e-02,-6.974068647885889316e-01,6.125017000867164496e-01,-8.239858101947368230e-01,2.351714186709723542e+00
7.141691383058174081e-01,1.081062827456322380e-02,6.717776188199413301e-02,-6.966582523134003946e-01,6.059291747129923467e-01,-8.045703433453330611e-01,2.317640825185704134e+00
7.160371927397364278e-01,-2.152695433033851007e-03,7.580310248266319828e-02,-6.939308280871898660e-01,5.950666536553567143e-01,-7.881968538348823605e-01,2.295399024825762968e+00
7.187812135155415838e-01,-1.250117392394526836e-02,7.251589083471451924e-02,-6.913311314587942125e-01,5.870270711495908511e-01,-7.696960942505193248e-01,2.265334161249106693e+00
7.200327528995088544e-01,-9.673178098462574190e-03,6.499763438532572823e-02,-6.908216643257083511e-01,5.768901763096977442e-01,-7.487531835299663374e-01,2.227536215618081350e+00
7.205216302230879055e-01,-8.864379655812477596e-03,6.734145001760555305e-02,-6.900979149827275450e-01,5.663391174280152374e-01,-7.317400413946119064e-01,2.200510012488571920e+00
7.221486412710547143e-01,-1.572299732113506543e-02,6.961413548328944378e-02,-6.880465096245480527e-01,5.663783337630547976e-01,-7.137530183942659701e-01,2.170361169106159505e+00
7.235248079711135150e-01,-1.251595054687817087e-02,7.080180024438983977e-02,-6.865437410059355150e-01,5.849046012408476436e-01,-6.922239889858028405e-01,2.130948772068968378e+00
7.262384410048035033e-01,-1.861265160060143753e-02,7.800593284030753194e-02,-6.827491270217930230e-01,6.152405207436399959e-01,-6.696996564097339455e-01,2.089339846658191391e+00
7.279080586727226798e-01,-2.206908565334178909e-02,9.008307303629342622e-02,-6.793731327702554612e-01,6.477237076140199834e-01,-6.467246572745407596e-01,2.046757874072365091e+00
7.299850310777069584e-01,-3.352857103157628332e-02,9.677204433145555895e-02,-6.757461511270119736e-01,6.791426151344359674e-01,-6.205010334186911169e-01,1.998956521965838951e+00
7.329909524264066611e-01,-3.556262014140020022e-02,9.681769073513435409e-02,-6.723733326585932257e-01,7.166034018505602621e-01,-5.927728800413689658e-01,1.945751986395083399e+00
7.352889061872128762e-01,-3.731983406508292134e-02,1.032637578664320488e-01,-6.688004565897586184e-01,7.673779541325069786e-01,-5.636330793754683599e-01,1.888663354916800818e+00
7.378841571239515007e-01,-4.273731759236847061e-02,1.120739216566847135e-01,-6.641836556517902723e-01,8.256893527118904785e-01,-5.322872121727033612e-01,1.828272453650297891e+00
